model,dataset,device,epochs,train_batch_size,eval_batch_size,train_runtime_seconds,eval_runtime_seconds,extra_metrics_runtime_seconds,vsknn_k,vsknn_sample_size,hit@5,hit@10,ndcg@5,ndcg@10,mrr@5,mrr@10,run_id,status,error_message,runtime_seconds,config_json,vstan_k,vstan_sample_size,vstan_position_decay,vstan_idf_weighting,hidden_size,learning_rate,dropout_prob,num_layers,loss_type,train_neg_sample_args,window_days,decay_lambda,vsknn_popularity_weight,vstan_popularity_weight
VSTAN,yoochoose_recbole_sample,cuda,1,2048,1024,144.21,214.14,0.0,,,0.2838,0.39,0.1927,0.227,0.1627,0.1768,"yoochoose_recbole_sample::VSTAN::{""vstan_idf_weighting"": true, ""vstan_k"": 100, ""vstan_popularity_weight"": 1.0, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 500}",success,,366.03,"{""vstan_idf_weighting"": true, ""vstan_k"": 100, ""vstan_popularity_weight"": 1.0, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 500}",100,500,0.2,True,,,,,,,,,,1.0
VSTAN,yoochoose_recbole_sample,cuda,1,2048,1024,119.48,176.94,0.0,,,0.3992,0.4852,0.2898,0.3178,0.2535,0.2651,"yoochoose_recbole_sample::VSTAN::{""vstan_idf_weighting"": false, ""vstan_k"": 100, ""vstan_popularity_weight"": 0.0, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 500}",success,,304.17,"{""vstan_idf_weighting"": false, ""vstan_k"": 100, ""vstan_popularity_weight"": 0.0, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 500}",100,500,0.2,False,,,,,,,,,,0.0
VSTAN,yoochoose_recbole_sample,cuda,1,2048,1024,139.9,206.63,0.0,,,0.3764,0.4591,0.2777,0.3045,0.2448,0.2559,"yoochoose_recbole_sample::VSTAN::{""vstan_idf_weighting"": false, ""vstan_k"": 100, ""vstan_popularity_weight"": 0.5, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 500}",success,,354.57,"{""vstan_idf_weighting"": false, ""vstan_k"": 100, ""vstan_popularity_weight"": 0.5, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 500}",100,500,0.2,False,,,,,,,,,,0.5
VSTAN,yoochoose_recbole_sample,cuda,1,2048,1024,139.54,206.86,0.0,,,0.3037,0.403,0.214,0.2461,0.1844,0.1976,"yoochoose_recbole_sample::VSTAN::{""vstan_idf_weighting"": false, ""vstan_k"": 100, ""vstan_popularity_weight"": 1.0, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 500}",success,,354.59,"{""vstan_idf_weighting"": false, ""vstan_k"": 100, ""vstan_popularity_weight"": 1.0, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 500}",100,500,0.2,False,,,,,,,,,,1.0
VSTAN,yoochoose_recbole_sample,cuda,1,2048,1024,208.12,316.36,0.0,,,0.3172,0.3752,0.2438,0.2626,0.2194,0.2272,"yoochoose_recbole_sample::VSTAN::{""vstan_idf_weighting"": true, ""vstan_k"": 200, ""vstan_popularity_weight"": 0.0, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 100}",success,,532.58,"{""vstan_idf_weighting"": true, ""vstan_k"": 200, ""vstan_popularity_weight"": 0.0, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 100}",200,100,0.05,True,,,,,,,,,,0.0
VSTAN,yoochoose_recbole_sample,cuda,1,2048,1024,253.77,385.38,0.0,,,0.2482,0.3106,0.1884,0.2084,0.1685,0.1768,"yoochoose_recbole_sample::VSTAN::{""vstan_idf_weighting"": true, ""vstan_k"": 200, ""vstan_popularity_weight"": 0.5, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 100}",success,,647.38,"{""vstan_idf_weighting"": true, ""vstan_k"": 200, ""vstan_popularity_weight"": 0.5, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 100}",200,100,0.05,True,,,,,,,,,,0.5
VSTAN,yoochoose_recbole_sample,cuda,1,2048,1024,253.14,384.39,0.0,,,0.1313,0.2022,0.0846,0.1073,0.0693,0.0785,"yoochoose_recbole_sample::VSTAN::{""vstan_idf_weighting"": true, ""vstan_k"": 200, ""vstan_popularity_weight"": 1.0, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 100}",success,,645.38,"{""vstan_idf_weighting"": true, ""vstan_k"": 200, ""vstan_popularity_weight"": 1.0, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 100}",200,100,0.05,True,,,,,,,,,,1.0
VSTAN,yoochoose_recbole_sample,cuda,1,2048,1024,206.55,313.04,0.0,,,0.317,0.3759,0.2436,0.2627,0.2192,0.2271,"yoochoose_recbole_sample::VSTAN::{""vstan_idf_weighting"": false, ""vstan_k"": 200, ""vstan_popularity_weight"": 0.0, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 100}",success,,527.37,"{""vstan_idf_weighting"": false, ""vstan_k"": 200, ""vstan_popularity_weight"": 0.0, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 100}",200,100,0.05,False,,,,,,,,,,0.0
VSTAN,yoochoose_recbole_sample,cuda,1,2048,1024,251.63,382.55,0.0,,,0.2667,0.3262,0.206,0.2252,0.1858,0.1937,"yoochoose_recbole_sample::VSTAN::{""vstan_idf_weighting"": false, ""vstan_k"": 200, ""vstan_popularity_weight"": 0.5, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 100}",success,,641.89,"{""vstan_idf_weighting"": false, ""vstan_k"": 200, ""vstan_popularity_weight"": 0.5, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 100}",200,100,0.05,False,,,,,,,,,,0.5
VSTAN,yoochoose_recbole_sample,cuda,1,2048,1024,250.86,381.72,0.0,,,0.1472,0.2216,0.0975,0.1214,0.0812,0.091,"yoochoose_recbole_sample::VSTAN::{""vstan_idf_weighting"": false, ""vstan_k"": 200, ""vstan_popularity_weight"": 1.0, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 100}",success,,640.39,"{""vstan_idf_weighting"": false, ""vstan_k"": 200, ""vstan_popularity_weight"": 1.0, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 100}",200,100,0.05,False,,,,,,,,,,1.0
VSTAN,yoochoose_recbole_sample,cuda,1,2048,1024,208.72,316.22,0.0,,,0.3249,0.3846,0.2488,0.2682,0.2234,0.2315,"yoochoose_recbole_sample::VSTAN::{""vstan_idf_weighting"": true, ""vstan_k"": 200, ""vstan_popularity_weight"": 0.0, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 100}",success,,532.93,"{""vstan_idf_weighting"": true, ""vstan_k"": 200, ""vstan_popularity_weight"": 0.0, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 100}",200,100,0.1,True,,,,,,,,,,0.0
VSTAN,yoochoose_recbole_sample,cuda,1,2048,1024,253.52,384.61,0.0,,,0.2569,0.3195,0.1959,0.2161,0.1757,0.184,"yoochoose_recbole_sample::VSTAN::{""vstan_idf_weighting"": true, ""vstan_k"": 200, ""vstan_popularity_weight"": 0.5, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 100}",success,,646.26,"{""vstan_idf_weighting"": true, ""vstan_k"": 200, ""vstan_popularity_weight"": 0.5, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 100}",200,100,0.1,True,,,,,,,,,,0.5
VSTAN,yoochoose_recbole_sample,cuda,1,2048,1024,253.04,384.61,0.0,,,0.1375,0.211,0.0898,0.1133,0.0742,0.0837,"yoochoose_recbole_sample::VSTAN::{""vstan_idf_weighting"": true, ""vstan_k"": 200, ""vstan_popularity_weight"": 1.0, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 100}",success,,645.65,"{""vstan_idf_weighting"": true, ""vstan_k"": 200, ""vstan_popularity_weight"": 1.0, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 100}",200,100,0.1,True,,,,,,,,,,1.0
VSTAN,yoochoose_recbole_sample,cuda,1,2048,1024,206.44,319.49,0.0,,,0.3246,0.3851,0.2486,0.2683,0.2233,0.2315,"yoochoose_recbole_sample::VSTAN::{""vstan_idf_weighting"": false, ""vstan_k"": 200, ""vstan_popularity_weight"": 0.0, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 100}",success,,534.02,"{""vstan_idf_weighting"": false, ""vstan_k"": 200, ""vstan_popularity_weight"": 0.0, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 100}",200,100,0.1,False,,,,,,,,,,0.0
VSTAN,yoochoose_recbole_sample,cuda,1,2048,1024,258.37,390.81,0.0,,,0.2767,0.3349,0.2137,0.2325,0.1928,0.2006,"yoochoose_recbole_sample::VSTAN::{""vstan_idf_weighting"": false, ""vstan_k"": 200, ""vstan_popularity_weight"": 0.5, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 100}",success,,657.22,"{""vstan_idf_weighting"": false, ""vstan_k"": 200, ""vstan_popularity_weight"": 0.5, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 100}",200,100,0.1,False,,,,,,,,,,0.5
VSTAN,yoochoose_recbole_sample,cuda,1,2048,1024,257.25,390.42,0.0,,,0.1548,0.2299,0.1036,0.1277,0.0868,0.0967,"yoochoose_recbole_sample::VSTAN::{""vstan_idf_weighting"": false, ""vstan_k"": 200, ""vstan_popularity_weight"": 1.0, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 100}",success,,656.29,"{""vstan_idf_weighting"": false, ""vstan_k"": 200, ""vstan_popularity_weight"": 1.0, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 100}",200,100,0.1,False,,,,,,,,,,1.0
VSTAN,yoochoose_recbole_sample,cuda,1,2048,1024,214.29,324.5,0.0,,,0.3351,0.3954,0.2556,0.2752,0.2291,0.2373,"yoochoose_recbole_sample::VSTAN::{""vstan_idf_weighting"": true, ""vstan_k"": 200, ""vstan_popularity_weight"": 0.0, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 100}",success,,547.05,"{""vstan_idf_weighting"": true, ""vstan_k"": 200, ""vstan_popularity_weight"": 0.0, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 100}",200,100,0.2,True,,,,,,,,,,0.0
VSTAN,yoochoose_recbole_sample,cuda,1,2048,1024,260.11,398.78,0.0,,,0.2693,0.3301,0.2059,0.2255,0.1848,0.1929,"yoochoose_recbole_sample::VSTAN::{""vstan_idf_weighting"": true, ""vstan_k"": 200, ""vstan_popularity_weight"": 0.5, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 100}",success,,667.51,"{""vstan_idf_weighting"": true, ""vstan_k"": 200, ""vstan_popularity_weight"": 0.5, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 100}",200,100,0.2,True,,,,,,,,,,0.5
VSTAN,yoochoose_recbole_sample,cuda,1,2048,1024,259.56,392.97,0.0,,,0.1476,0.2235,0.0972,0.1216,0.0807,0.0906,"yoochoose_recbole_sample::VSTAN::{""vstan_idf_weighting"": true, ""vstan_k"": 200, ""vstan_popularity_weight"": 1.0, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 100}",success,,660.93,"{""vstan_idf_weighting"": true, ""vstan_k"": 200, ""vstan_popularity_weight"": 1.0, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 100}",200,100,0.2,True,,,,,,,,,,1.0
VSTAN,yoochoose_recbole_sample,cuda,1,2048,1024,211.48,320.89,0.0,,,0.3354,0.3955,0.2555,0.2751,0.229,0.2371,"yoochoose_recbole_sample::VSTAN::{""vstan_idf_weighting"": false, ""vstan_k"": 200, ""vstan_popularity_weight"": 0.0, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 100}",success,,541.03,"{""vstan_idf_weighting"": false, ""vstan_k"": 200, ""vstan_popularity_weight"": 0.0, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 100}",200,100,0.2,False,,,,,,,,,,0.0
VSTAN,yoochoose_recbole_sample,cuda,1,2048,1024,257.34,391.36,0.0,,,0.2883,0.3459,0.2232,0.2419,0.2016,0.2093,"yoochoose_recbole_sample::VSTAN::{""vstan_idf_weighting"": false, ""vstan_k"": 200, ""vstan_popularity_weight"": 0.5, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 100}",success,,656.97,"{""vstan_idf_weighting"": false, ""vstan_k"": 200, ""vstan_popularity_weight"": 0.5, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 100}",200,100,0.2,False,,,,,,,,,,0.5
VSTAN,yoochoose_recbole_sample,cuda,1,2048,1024,257.13,389.89,0.0,,,0.1673,0.2431,0.1129,0.1373,0.0951,0.105,"yoochoose_recbole_sample::VSTAN::{""vstan_idf_weighting"": false, ""vstan_k"": 200, ""vstan_popularity_weight"": 1.0, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 100}",success,,655.14,"{""vstan_idf_weighting"": false, ""vstan_k"": 200, ""vstan_popularity_weight"": 1.0, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 100}",200,100,0.2,False,,,,,,,,,,1.0
VSTAN,yoochoose_recbole_sample,cuda,1,2048,1024,296.13,446.45,0.0,,,0.361,0.4361,0.2687,0.2931,0.238,0.2481,"yoochoose_recbole_sample::VSTAN::{""vstan_idf_weighting"": true, ""vstan_k"": 200, ""vstan_popularity_weight"": 0.0, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 250}",success,,751.0,"{""vstan_idf_weighting"": true, ""vstan_k"": 200, ""vstan_popularity_weight"": 0.0, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 250}",200,250,0.05,True,,,,,,,,,,0.0
VSTAN,yoochoose_recbole_sample,cuda,1,2048,1024,361.9,545.12,0.0,,,0.3111,0.3806,0.2357,0.2582,0.2106,0.2199,"yoochoose_recbole_sample::VSTAN::{""vstan_idf_weighting"": true, ""vstan_k"": 200, ""vstan_popularity_weight"": 0.5, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 250}",success,,915.34,"{""vstan_idf_weighting"": true, ""vstan_k"": 200, ""vstan_popularity_weight"": 0.5, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 250}",200,250,0.05,True,,,,,,,,,,0.5
VSTAN,yoochoose_recbole_sample,cuda,1,2048,1024,361.34,543.41,0.0,,,0.1767,0.2604,0.1142,0.1412,0.0937,0.1048,"yoochoose_recbole_sample::VSTAN::{""vstan_idf_weighting"": true, ""vstan_k"": 200, ""vstan_popularity_weight"": 1.0, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 250}",success,,913.18,"{""vstan_idf_weighting"": true, ""vstan_k"": 200, ""vstan_popularity_weight"": 1.0, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 250}",200,250,0.05,True,,,,,,,,,,1.0
VSTAN,yoochoose_recbole_sample,cuda,1,2048,1024,292.34,440.44,0.0,,,0.3573,0.432,0.2664,0.2906,0.2362,0.2463,"yoochoose_recbole_sample::VSTAN::{""vstan_idf_weighting"": false, ""vstan_k"": 200, ""vstan_popularity_weight"": 0.0, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 250}",success,,741.43,"{""vstan_idf_weighting"": false, ""vstan_k"": 200, ""vstan_popularity_weight"": 0.0, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 250}",200,250,0.05,False,,,,,,,,,,0.0
VSTAN,yoochoose_recbole_sample,cuda,1,2048,1024,357.28,552.32,0.0,,,0.3264,0.3953,0.2478,0.2701,0.2216,0.2309,"yoochoose_recbole_sample::VSTAN::{""vstan_idf_weighting"": false, ""vstan_k"": 200, ""vstan_popularity_weight"": 0.5, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 250}",success,,918.11,"{""vstan_idf_weighting"": false, ""vstan_k"": 200, ""vstan_popularity_weight"": 0.5, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 250}",200,250,0.05,False,,,,,,,,,,0.5
VSTAN,yoochoose_recbole_sample,cuda,1,2048,1024,355.66,534.11,0.0,,,0.2039,0.2855,0.1364,0.1627,0.1142,0.125,"yoochoose_recbole_sample::VSTAN::{""vstan_idf_weighting"": false, ""vstan_k"": 200, ""vstan_popularity_weight"": 1.0, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 250}",success,,897.98,"{""vstan_idf_weighting"": false, ""vstan_k"": 200, ""vstan_popularity_weight"": 1.0, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 250}",200,250,0.05,False,,,,,,,,,,1.0
VSTAN,yoochoose_recbole_sample,cuda,1,2048,1024,294.07,445.66,0.0,,,0.3683,0.4445,0.273,0.2977,0.2413,0.2516,"yoochoose_recbole_sample::VSTAN::{""vstan_idf_weighting"": true, ""vstan_k"": 200, ""vstan_popularity_weight"": 0.0, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 250}",success,,747.74,"{""vstan_idf_weighting"": true, ""vstan_k"": 200, ""vstan_popularity_weight"": 0.0, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 250}",200,250,0.1,True,,,,,,,,,,0.0
VSTAN,yoochoose_recbole_sample,cuda,1,2048,1024,358.59,540.79,0.0,,,0.3194,0.3877,0.2421,0.2642,0.2163,0.2255,"yoochoose_recbole_sample::VSTAN::{""vstan_idf_weighting"": true, ""vstan_k"": 200, ""vstan_popularity_weight"": 0.5, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 250}",success,,907.23,"{""vstan_idf_weighting"": true, ""vstan_k"": 200, ""vstan_popularity_weight"": 0.5, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 250}",200,250,0.1,True,,,,,,,,,,0.5
VSTAN,yoochoose_recbole_sample,cuda,1,2048,1024,360.15,551.34,0.0,,,0.1835,0.2675,0.12,0.1471,0.0992,0.1103,"yoochoose_recbole_sample::VSTAN::{""vstan_idf_weighting"": true, ""vstan_k"": 200, ""vstan_popularity_weight"": 1.0, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 250}",success,,919.58,"{""vstan_idf_weighting"": true, ""vstan_k"": 200, ""vstan_popularity_weight"": 1.0, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 250}",200,250,0.1,True,,,,,,,,,,1.0
VSTAN,yoochoose_recbole_sample,cuda,1,2048,1024,289.66,438.47,0.0,,,0.3646,0.4405,0.2709,0.2956,0.2398,0.2501,"yoochoose_recbole_sample::VSTAN::{""vstan_idf_weighting"": false, ""vstan_k"": 200, ""vstan_popularity_weight"": 0.0, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 250}",success,,736.39,"{""vstan_idf_weighting"": false, ""vstan_k"": 200, ""vstan_popularity_weight"": 0.0, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 250}",200,250,0.1,False,,,,,,,,,,0.0
VSTAN,yoochoose_recbole_sample,cuda,1,2048,1024,360.95,541.37,0.0,,,0.3354,0.404,0.2542,0.2764,0.2272,0.2364,"yoochoose_recbole_sample::VSTAN::{""vstan_idf_weighting"": false, ""vstan_k"": 200, ""vstan_popularity_weight"": 0.5, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 250}",success,,910.36,"{""vstan_idf_weighting"": false, ""vstan_k"": 200, ""vstan_popularity_weight"": 0.5, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 250}",200,250,0.1,False,,,,,,,,,,0.5
VSTAN,yoochoose_recbole_sample,cuda,1,2048,1024,362.56,538.85,0.0,,,0.2107,0.2929,0.143,0.1695,0.1207,0.1316,"yoochoose_recbole_sample::VSTAN::{""vstan_idf_weighting"": false, ""vstan_k"": 200, ""vstan_popularity_weight"": 1.0, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 250}",success,,909.16,"{""vstan_idf_weighting"": false, ""vstan_k"": 200, ""vstan_popularity_weight"": 1.0, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 250}",200,250,0.1,False,,,,,,,,,,1.0
VSTAN,yoochoose_recbole_sample,cuda,1,2048,1024,297.39,447.42,0.0,,,0.3786,0.4548,0.2793,0.304,0.2463,0.2566,"yoochoose_recbole_sample::VSTAN::{""vstan_idf_weighting"": true, ""vstan_k"": 200, ""vstan_popularity_weight"": 0.0, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 250}",success,,753.01,"{""vstan_idf_weighting"": true, ""vstan_k"": 200, ""vstan_popularity_weight"": 0.0, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 250}",200,250,0.2,True,,,,,,,,,,0.0
VSTAN,yoochoose_recbole_sample,cuda,1,2048,1024,365.69,548.07,0.0,,,0.3298,0.3977,0.2499,0.2718,0.2232,0.2323,"yoochoose_recbole_sample::VSTAN::{""vstan_idf_weighting"": true, ""vstan_k"": 200, ""vstan_popularity_weight"": 0.5, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 250}",success,,921.65,"{""vstan_idf_weighting"": true, ""vstan_k"": 200, ""vstan_popularity_weight"": 0.5, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 250}",200,250,0.2,True,,,,,,,,,,0.5
VSTAN,yoochoose_recbole_sample,cuda,1,2048,1024,368.3,551.34,0.0,,,0.1938,0.2778,0.1286,0.1556,0.1072,0.1182,"yoochoose_recbole_sample::VSTAN::{""vstan_idf_weighting"": true, ""vstan_k"": 200, ""vstan_popularity_weight"": 1.0, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 250}",success,,927.64,"{""vstan_idf_weighting"": true, ""vstan_k"": 200, ""vstan_popularity_weight"": 1.0, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 250}",200,250,0.2,True,,,,,,,,,,1.0
VSTAN,yoochoose_recbole_sample,cuda,1,2048,1024,302.68,449.2,0.0,,,0.3749,0.4513,0.2772,0.302,0.2447,0.255,"yoochoose_recbole_sample::VSTAN::{""vstan_idf_weighting"": false, ""vstan_k"": 200, ""vstan_popularity_weight"": 0.0, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 250}",success,,760.28,"{""vstan_idf_weighting"": false, ""vstan_k"": 200, ""vstan_popularity_weight"": 0.0, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 250}",200,250,0.2,False,,,,,,,,,,0.0
VSTAN,yoochoose_recbole_sample,cuda,1,2048,1024,361.66,543.98,0.0,,,0.3467,0.4135,0.262,0.2836,0.2337,0.2427,"yoochoose_recbole_sample::VSTAN::{""vstan_idf_weighting"": false, ""vstan_k"": 200, ""vstan_popularity_weight"": 0.5, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 250}",success,,913.75,"{""vstan_idf_weighting"": false, ""vstan_k"": 200, ""vstan_popularity_weight"": 0.5, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 250}",200,250,0.2,False,,,,,,,,,,0.5
VSTAN,yoochoose_recbole_sample,cuda,1,2048,1024,360.53,541.51,0.0,,,0.2215,0.3022,0.1525,0.1785,0.1297,0.1404,"yoochoose_recbole_sample::VSTAN::{""vstan_idf_weighting"": false, ""vstan_k"": 200, ""vstan_popularity_weight"": 1.0, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 250}",success,,909.83,"{""vstan_idf_weighting"": false, ""vstan_k"": 200, ""vstan_popularity_weight"": 1.0, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 250}",200,250,0.2,False,,,,,,,,,,1.0
VSTAN,yoochoose_recbole_sample,cuda,1,2048,1024,218.33,326.72,0.0,,,0.3871,0.4758,0.2821,0.3109,0.2473,0.2592,"yoochoose_recbole_sample::VSTAN::{""vstan_idf_weighting"": true, ""vstan_k"": 200, ""vstan_popularity_weight"": 0.0, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 500}",success,,553.09,"{""vstan_idf_weighting"": true, ""vstan_k"": 200, ""vstan_popularity_weight"": 0.0, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 500}",200,500,0.05,True,,,,,,,,,,0.0
VSTAN,yoochoose_recbole_sample,cuda,1,2048,1024,263.87,393.86,0.0,,,0.3522,0.432,0.2613,0.2872,0.2311,0.2418,"yoochoose_recbole_sample::VSTAN::{""vstan_idf_weighting"": true, ""vstan_k"": 200, ""vstan_popularity_weight"": 0.5, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 500}",success,,665.59,"{""vstan_idf_weighting"": true, ""vstan_k"": 200, ""vstan_popularity_weight"": 0.5, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 500}",200,500,0.05,True,,,,,,,,,,0.5
VSTAN,yoochoose_recbole_sample,cuda,1,2048,1024,263.28,393.36,0.0,,,0.2397,0.3378,0.1581,0.1897,0.1312,0.1442,"yoochoose_recbole_sample::VSTAN::{""vstan_idf_weighting"": true, ""vstan_k"": 200, ""vstan_popularity_weight"": 1.0, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 500}",success,,664.79,"{""vstan_idf_weighting"": true, ""vstan_k"": 200, ""vstan_popularity_weight"": 1.0, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 500}",200,500,0.05,True,,,,,,,,,,1.0
VSTAN,yoochoose_recbole_sample,cuda,1,2048,1024,216.29,320.26,0.0,,,0.3825,0.4703,0.2793,0.3078,0.245,0.2569,"yoochoose_recbole_sample::VSTAN::{""vstan_idf_weighting"": false, ""vstan_k"": 200, ""vstan_popularity_weight"": 0.0, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 500}",success,,544.92,"{""vstan_idf_weighting"": false, ""vstan_k"": 200, ""vstan_popularity_weight"": 0.0, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 500}",200,500,0.05,False,,,,,,,,,,0.0
VSTAN,yoochoose_recbole_sample,cuda,1,2048,1024,257.56,386.74,0.0,,,0.3641,0.4448,0.2697,0.2959,0.2384,0.2492,"yoochoose_recbole_sample::VSTAN::{""vstan_idf_weighting"": false, ""vstan_k"": 200, ""vstan_popularity_weight"": 0.5, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 500}",success,,652.35,"{""vstan_idf_weighting"": false, ""vstan_k"": 200, ""vstan_popularity_weight"": 0.5, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 500}",200,500,0.05,False,,,,,,,,,,0.5
VSTAN,yoochoose_recbole_sample,cuda,1,2048,1024,257.44,385.03,0.0,,,0.2661,0.3583,0.1842,0.2138,0.1571,0.1693,"yoochoose_recbole_sample::VSTAN::{""vstan_idf_weighting"": false, ""vstan_k"": 200, ""vstan_popularity_weight"": 1.0, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 500}",success,,650.41,"{""vstan_idf_weighting"": false, ""vstan_k"": 200, ""vstan_popularity_weight"": 1.0, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 500}",200,500,0.05,False,,,,,,,,,,1.0
